Family	SRR5935740	SRR5935741	SRR5935742	SRR5935744	SRR5935745	SRR5935746	SRR5935747	SRR5935748	SRR5935749	SRR5935752	SRR5935753	SRR5935754	SRR5935755	SRR5935757	SRR5935758	SRR5935759	SRR5935760	SRR5935761	SRR5935763	SRR5935764	SRR5935765	SRR5935767	SRR5935768	SRR5935769	SRR5935770	SRR5935771	SRR5935772	SRR5935773	SRR5935774	SRR5935775	SRR5935776	SRR5935777	SRR5935778	SRR5935779	SRR5935780	SRR5935781	SRR5935782	SRR5935784	SRR5935785	SRR5935786	SRR5935791	SRR5935792	SRR5935793	SRR5935794	SRR5935795	SRR5935796	SRR5935797	SRR5935798	SRR5935799	SRR5935800	SRR5935801	SRR5935802	SRR5935803	SRR5935804	SRR5935805	SRR5935806	SRR5935807	SRR5935808	SRR5935810	SRR5935811	SRR5935812	SRR5935813	SRR5935815	SRR5935816	SRR5935817	SRR5935818	SRR5935819	SRR5935820	SRR5935822	SRR5935823	SRR5935824	SRR5935825	SRR5935826	SRR5935827	SRR5935828	SRR5935829	SRR5935830	SRR5935831	SRR5935832	SRR5935833	SRR5935834	SRR5935836	SRR5935837	SRR5935838	SRR5935839	SRR5935840	SRR5935841	SRR5935842	SRR5935843	SRR5935844	SRR5935845	SRR5935846	SRR5935847	SRR5935848	SRR5935849	SRR5935850	SRR5935851	SRR5935852	SRR5935853	SRR5935854	SRR5935855	SRR5935856	SRR5935857	SRR5935858	SRR5935859	SRR5935860	SRR5935861	SRR5935862	SRR5935863	SRR5935864	SRR5935865	SRR5935866	SRR5935867	SRR5935868	SRR5935869	SRR5935870	SRR5935871	SRR5935872	SRR5935873	SRR5935874	SRR5935875	SRR5935876	SRR5935877	SRR5935878	SRR5935879	SRR5935880	SRR5935881	SRR5935882	SRR5935883	SRR5935884	SRR5935885	SRR5935886	SRR5935887	SRR5935888	SRR5935889	SRR5935890	SRR5935891	SRR5935892	SRR5935893	SRR5935894	SRR5935895	SRR5935896	SRR5935897	SRR5935898	SRR5935899	SRR5935900	SRR5935901	SRR5935902	SRR5935903	SRR5935904	SRR5935905	SRR5935906	SRR5935907	SRR5935908	SRR5935909	SRR5935910	SRR5935911	SRR5935912	SRR5935913	SRR5935914	SRR5935915	SRR5935916	SRR5935918	SRR5935919	SRR5935920	SRR5935921	SRR5935922	SRR5935923	SRR5935924	SRR5935925	SRR5935926	SRR5935927	SRR5935928	SRR5935929	SRR5935930	SRR5935931	SRR5935932	SRR5935933	SRR5935934	SRR5935935	SRR5935936	SRR5935938	SRR5935941	SRR5935942	SRR5935945	SRR5935946	SRR5935947	SRR5935948	SRR5935949	SRR5935950	SRR5935951	SRR5935952	SRR5935953	SRR5935954	SRR5935955	SRR5935957	SRR5935958	SRR5935959	SRR5935960	SRR5935961	SRR5935962	SRR5935963	SRR5935964	SRR5935966	SRR5935967	SRR5935968	SRR5935969	SRR5935970	SRR5935971	SRR5935972	SRR5935974	SRR5935975	SRR5935976	SRR5935977	SRR5935978	SRR5935979	SRR5935980	SRR5935981	SRR5935982	SRR5935983	SRR5935984	SRR5935985	SRR5935986	SRR5935987	SRR5935988	SRR5935989	SRR5935990	SRR5935991	SRR5935992	SRR5935993	SRR5935994	SRR5935995	SRR5935997	SRR5935998	SRR5935999	SRR5936000	SRR5936001	SRR5936002	SRR5936003	SRR5936004	SRR5936005	SRR5936006	SRR5936007	SRR5936008	SRR5936009	SRR5936010	SRR5936011	SRR5936012	SRR5936013	SRR5936014	SRR5936015	SRR5936016	SRR5936017	SRR5936018	SRR5936019	SRR5936020	SRR5936022	SRR5936023	SRR5936024	SRR5936025	SRR5936026	SRR5936027	SRR5936028	SRR5936029	SRR5936030	SRR5936031	SRR5936032	SRR5936033	SRR5936034	SRR5936035	SRR5936036	SRR5936037	SRR5936038	SRR5936039	SRR5936040	SRR5936041	SRR5936042	SRR5936043	SRR5936044	SRR5936045	SRR5936046	SRR5936047	SRR5936048	SRR5936049	SRR5936050	SRR5936051	SRR5936052	SRR5936053	SRR5936054	SRR5936056	SRR5936057	SRR5936058	SRR5936059	SRR5936060	SRR5936061	SRR5936062	SRR5936063	SRR5936064	SRR5936065	SRR5936066	SRR5936067	SRR5936068	SRR5936070	SRR5936071	SRR5936072	SRR5936073	SRR5936074	SRR5936075	SRR5936076	SRR5936077	SRR5936079	SRR5936080	SRR5936081	SRR5936083	SRR5936084	SRR5936085	SRR5936086	SRR5936088	SRR5936089	SRR5936090	SRR5936091	SRR5936092	SRR5936093	SRR5936094	SRR5936095	SRR5936096	SRR5936097	SRR5936098	SRR5936099	SRR5936100	SRR5936101	SRR5936102	SRR5936103	SRR5936104	SRR5936105	SRR5936106	SRR5936107	SRR5936108	SRR5936109	SRR5936110	SRR5936111	SRR5936112	SRR5936113	SRR5936114	SRR5936115	SRR5936116	SRR5936117	SRR5936118	SRR5936119	SRR5936120	SRR5936121	SRR5936122	SRR5936123	SRR5936124	SRR5936125	SRR5936126	SRR5936127	SRR5936128	SRR5936129	SRR5936130	SRR5936131	SRR5936132	SRR5936133	SRR5936134	SRR5936135	SRR5936136	SRR5936137	SRR5936138	SRR5936140	SRR5936141	SRR5936142	SRR5936143	SRR5936144	SRR5936145	SRR5936146	SRR5936147	SRR5936148	SRR5936149	SRR5936150	SRR5936151	SRR5936152	SRR5936154	SRR5936155	SRR5936156	SRR5936157	SRR5936158	SRR5936159	SRR5936160	SRR5936161	SRR5936162	SRR5936163	SRR5936164	SRR5936165	SRR5936166	SRR5936167	SRR5936168	SRR5936169	SRR5936170	SRR5936171	SRR5936172	SRR5936173	SRR5936174	SRR5936176	SRR5936177	SRR5936178	SRR5936179	SRR5936181	SRR5936183	SRR5936184	SRR5936185	SRR5936186	SRR5936187	SRR5936188	SRR5936189	SRR5936190	SRR5936191	SRR5936192	SRR5936193	SRR5936194	SRR5936195	SRR5936196	SRR5936197	SRR5936198	SRR5936199	SRR5936200	SRR5936201	SRR5936203	SRR5936204	SRR5936205	SRR5936206	SRR5936207	SRR5936208	SRR5936210	SRR5936211	SRR5936212	SRR5936213	SRR5936215	SRR5936216	SRR5936217	SRR5936218	SRR5936220	SRR5936222	SRR5936223	SRR5936224	SRR5936226	SRR5936227	SRR5936228	SRR5936229	SRR5936230	SRR5936231	SRR5936232	SRR5936234	SRR5936235	SRR5936236	SRR5936238	SRR5936239	SRR5946610	SRR5946630	SRR5946632	SRR5946633	SRR5946634	SRR5946635	SRR5946636	SRR5946637	SRR5946638	SRR5946639	SRR5946640	SRR5946645	SRR5946648	SRR5946653	SRR5946657	SRR5946660	SRR5946670	SRR5946672	SRR5946673	SRR5946674	SRR5946675	SRR5946676	SRR5946677	SRR5946678	SRR5946679	SRR5946685	SRR5946694	SRR5946700	SRR5946705	SRR5946706	SRR5946707	SRR5946708	SRR5946709	SRR5946710	SRR5946711	SRR5946712	SRR5946713	SRR5946714	SRR5946717	SRR5946721	SRR5946722	SRR5946723	SRR5946724	SRR5946725	SRR5946727	SRR5946731	SRR5946732	SRR5946734	SRR5946735	SRR5946736	SRR5946737	SRR5946738	SRR5946739	SRR5946740	SRR5946743	SRR5946749	SRR5946750	SRR5946754	SRR5946763	SRR5946764	SRR5946765	SRR5946766	SRR5946767	SRR5946768	SRR5946770	SRR5946771	SRR5946775	SRR5946784	SRR5946803	SRR5946804	SRR5946805	SRR5946806	SRR5946807	SRR5946808	SRR5946809	SRR5946810	SRR5946811	SRR5946813	SRR5946825	SRR5946826	SRR5946827	SRR5946828	SRR5946829	SRR5946830	SRR5946831	SRR5946832	SRR5946833	SRR5946834	SRR5946835	SRR5946854	SRR5946856	SRR5946857	SRR5946859	SRR5946860	SRR5946861	SRR5946862	SRR5946863	SRR5946864	SRR5946866	SRR5946871	SRR5946873	SRR5946885	SRR5946886	SRR5946887	SRR5946888	SRR5946889	SRR5946890	SRR5946891	SRR5946892	SRR5946893	SRR5946894	SRR5946895	SRR5946897	SRR5946898	SRR5946899	SRR5946900	SRR5946901	SRR5946902	SRR5946903	SRR5946904	SRR5946905	SRR5946906	SRR5946908	SRR5946923	SRR5946924	SRR5946925	SRR5946926	SRR5946927	SRR5946928	SRR5946929	SRR5946931	SRR5946932	SRR5946940	SRR5946941	SRR5946946	SRR5946952	SRR5946953	SRR5946955	SRR5946957	SRR5946958	SRR5946959	SRR5946960	SRR5946961	SRR5946962	SRR5946963	SRR5946964	SRR5946965	SRR5946966	SRR5946967	SRR5946968	SRR5946969	SRR5946970	SRR5946971	SRR5946972	SRR5947002	SRR5947013	SRR5947016	SRR5947017	SRR5947018	SRR5947019	SRR5947020	SRR5947021	SRR5947022	SRR5947023	SRR5947024	SRR5947025	SRR5947037	SRR5947057	SRR5947062	SRR5947064	SRR5947065	SRR5947066	SRR5947069	SRR5947070	SRR5947071	SRR5947072	SRR5947073	SRR5947074	SRR5947076	SRR5947077	SRR5947078	SRR5947079	SRR5947081	SRR5947082	SRR5947087	SRR5947089	SRR5947102	SRR5950484	SRR5950485	SRR5950486	SRR5950490	SRR5950504	SRR5950508	SRR5950509	SRR5950514	SRR5950523	SRR5950527	SRR5950539	SRR5950551	SRR5950553	SRR5950556	SRR5950564	SRR5950565	SRR5950580	SRR5950587	SRR5950591	SRR5950595	SRR5950600	SRR5950604	SRR5950609	SRR5950616	SRR5950619	SRR5950623	SRR5950627	SRR5950635	SRR5950636	SRR5950642	SRR5950643	SRR5950645	SRR5950650	SRR5950655	SRR5950665	SRR5950674	SRR5950676	SRR5950680	SRR5950681	SRR5950688	SRR5950694	SRR5950710	SRR5950713	SRR5950714	SRR5950716	SRR5950717	SRR5950725	SRR5950734	SRR5950737	SRR5950750	SRR5950754	SRR5950760	SRR5950761	SRR5950771	SRR5950772	SRR5950775	SRR5950776	SRR5950786	SRR5950788	SRR5950790	SRR5950794	SRR5962888	SRR5962891	SRR5962895	SRR5962896	SRR5962899	SRR5962900	SRR5962905	SRR5962907	SRR6180606	SRR6180680
AAA26411_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAF32262_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAT06254_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI48289_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI48290_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABM28655_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
